match_id,player1,player2,elapsed_time,p1_sets,p2_sets,p1_games,p2_games,score_lead,Tie_breakers,server,serve_no,point_victor,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:11:47,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:17,0,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:12:44,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:13:26,0,0,1,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:15:31,0,0,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:15,0,0,2,1,-1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:16:47,0,0,2,1,-2,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:08,0,0,2,1,-3,0,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:17:49,0,0,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:25,0,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:18:50,0,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:19:20,0,0,2,2,3,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:03,0,0,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:20:55,0,0,2,2,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:21:27,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:22:19,0,0,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:22,0,0,3,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:24:53,0,0,3,2,-1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:05,0,0,3,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:30,0,0,3,2,-1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:26:56,0,0,3,2,-2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:27:42,0,0,3,3,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:28:37,0,0,3,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:06,0,0,3,3,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:29:32,0,0,3,3,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:30:17,0,0,3,3,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:34,0,0,4,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:32:57,0,0,4,3,-1,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:33,0,0,4,3,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:33:58,0,0,4,3,-1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:34:46,0,0,4,3,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:36:02,0,0,4,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:18,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:37:44,0,0,5,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:26,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:38:54,0,0,5,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:39:29,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:01,0,0,5,3,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:40:33,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:41:23,0,0,5,3,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:42:31,0,0,5,3,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:18,0,0,5,3,-1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:43:59,0,0,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:44:29,0,0,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:47:04,1,0,0,0,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:47:27,1,0,0,0,-1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:47:52,1,0,0,0,-2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:48:17,1,0,0,0,-3,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:49:17,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:49:38,1,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:50:14,1,0,0,1,2,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:51:10,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:51:54,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:52:21,1,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:53:06,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:54:11,1,0,0,1,-1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:54:56,1,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:55:20,1,0,0,2,-1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:55:50,1,0,0,2,-2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:57:08,1,0,0,2,-3,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0:59:22,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:00:17,1,0,0,3,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:00:41,1,0,0,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.939,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:01:21,1,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:02:05,1,0,0,3,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.977,15.558,4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:02:54,1,0,0,3,-1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.419,12.316,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:03:50,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.306,18.004,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:04:21,1,0,0,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,38.948,11
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:05:38,1,0,1,3,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.199,15.177,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:06:16,1,0,1,3,-1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.273,7.428,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:06:46,1,0,1,3,-2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.467,16.135,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:07:42,1,0,1,3,-1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.689,27.317,8
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:08:26,1,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.829,32.608,10
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:09:19,1,0,1,3,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,30.783,24.947,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:10:24,1,0,1,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.903,38.624,10
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:11:30,1,0,1,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,26.961,12.75,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:12:08,1,0,1,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.211,4.663,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:12:37,1,0,1,3,-1,1,2,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.629,16.426,5
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:14:48,1,0,1,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.367,14.617,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:15:27,1,0,1,4,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,6.076,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:15:55,1,0,1,4,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.607,6.246,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:16:53,1,0,1,4,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.576,4.202,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:17:22,1,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.352,19.512,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:17:48,1,0,1,4,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.38,47.896,10
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:18:30,1,0,1,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.675,16.449,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:19:01,1,0,1,4,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.157,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:19:57,1,0,2,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.854,13.776,4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:20:31,1,0,2,4,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.377,13.994,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:21:06,1,0,2,4,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.452,17.608,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:21:41,1,0,2,4,-1,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.127,10.798,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:22:15,1,0,2,4,-2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.298,14.758,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:22:46,1,0,2,4,-1,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50.075,39.635,8
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:23:58,1,0,2,4,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.142,28.309,8
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:25:01,1,0,2,4,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.436,5.977,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:25:32,1,0,2,4,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,32.537,26.376,7
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:26:17,1,0,2,4,-1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15.161,12.446,4
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:26:59,1,0,2,4,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.033,22.001,6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:28:28,1,0,2,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9.834,6.693,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:30:29,1,0,3,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388,3.901,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:30:48,1,0,3,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.157,3.993,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:31:21,1,0,3,4,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.182,15.422,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:31:59,1,0,3,4,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.346,12.581,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:32:45,1,0,4,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.636,7.568,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:33:11,1,0,4,4,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547,1.046,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:33:37,1,0,4,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.077,3.731,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1:34:16,1,0,4,4,-1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.731,4.601,1
